hmi_score,chatbot,severity,language,category,FC Norm,RG Norm,SC Norm,SH Norm,CA Norm
38.77,Copilot,MODERATE,EN,Anxiety,0.718,0.5324,0.0,0.3091,0.0833
30.55,Gemini,MODERATE,EN,Anxiety,0.8024,0.0588,0.0,0.417,0.0833
20.82,ChatGPT,LOW,EN,Anxiety,0.3822,0.2706,0.0,0.1761,0.0833
61.67,Copilot,HIGH,EN,Anxiety,0.8611,1.0,0.0,1.0,0.0833
29.58,Gemini,LOW,EN,Anxiety,0.7228,0.1176,0.0,0.4118,0.0833
16.99,ChatGPT,LOW,EN,Anxiety,0.3822,0.1176,0.0,0.1755,0.0833
51.72,Copilot,HIGH,EN,Anxiety,0.8611,0.7882,0.0,0.5351,0.0833
28.11,Gemini,LOW,EN,Anxiety,0.7228,0.0588,0.0,0.4123,0.0833
16.99,ChatGPT,LOW,EN,Anxiety,0.3822,0.1176,0.0,0.1755,0.0833
42.77,Copilot,MODERATE,EN,Anxiety,0.8611,0.5529,0.0,0.2283,0.0833
26.65,Gemini,LOW,EN,Anxiety,0.7228,0.0,0.0,0.4135,0.0833
29.32,ChatGPT,LOW,EN,Anxiety,0.6612,0.2706,0.0,0.1887,0.0833
44.68,Copilot,MODERATE,EN,Anxiety,0.7544,0.7176,0.0,0.3272,0.0833
32.2,Gemini,MODERATE,EN,Anxiety,0.8552,0.0588,0.0,0.4241,0.0833
30.81,ChatGPT,MODERATE,EN,Anxiety,0.6612,0.3294,0.0,0.1906,0.0833
43.88,Copilot,MODERATE,EN,Anxiety,0.7544,0.7176,0.0,0.2472,0.0833
32.2,Gemini,MODERATE,EN,Anxiety,0.8552,0.0588,0.0,0.424,0.0833
29.04,ChatGPT,LOW,EN,Anxiety,0.6612,0.2588,0.0,0.1897,0.0833
42.44,Copilot,MODERATE,EN,Anxiety,0.7544,0.6588,0.0,0.2508,0.0833
32.19,Gemini,MODERATE,EN,Anxiety,0.8552,0.0588,0.0,0.4232,0.0833
33.87,ChatGPT,MODERATE,EN,Anxiety,0.6942,0.4147,0.0,0.1844,0.0833
41.38,Copilot,MODERATE,EN,Anxiety,0.7617,0.5794,0.0,0.3213,0.0833
34.57,Gemini,MODERATE,EN,Anxiety,0.8379,0.1765,0.0,0.4191,0.0833
30.78,ChatGPT,MODERATE,EN,Anxiety,0.6942,0.2941,0.0,0.1764,0.0833
42.95,Copilot,MODERATE,EN,Anxiety,0.7617,0.6382,0.0,0.3306,0.0833
31.66,Gemini,MODERATE,EN,Anxiety,0.8379,0.0588,0.0,0.4218,0.0833
31.27,ChatGPT,MODERATE,EN,Anxiety,0.6942,0.3088,0.0,0.1895,0.0833
39.01,Copilot,MODERATE,EN,Anxiety,0.7617,0.4853,0.0,0.3192,0.0833
33.07,Gemini,MODERATE,EN,Anxiety,0.8379,0.1176,0.0,0.4158,0.0833
35.1,ChatGPT,MODERATE,EN,Anxiety,0.7305,0.4235,0.0,0.1762,0.0833
22.76,Copilot,LOW,EN,Anxiety,0.2572,0.4824,0.0,0.2148,0.0833
26.25,Gemini,LOW,EN,Anxiety,0.7107,0.0,0.0,0.4097,0.0833
33.05,ChatGPT,MODERATE,EN,Anxiety,0.7305,0.3412,0.0,0.1773,0.0833
35.37,Copilot,MODERATE,EN,Anxiety,0.2572,0.9333,0.0,0.349,0.0833
26.23,Gemini,LOW,EN,Anxiety,0.7107,0.0,0.0,0.4076,0.0833
28.54,ChatGPT,LOW,EN,Anxiety,0.7305,0.1647,0.0,0.1674,0.0833
24.2,Copilot,LOW,EN,Anxiety,0.2572,0.5412,0.0,0.2117,0.0833
29.57,Gemini,LOW,EN,Anxiety,0.7107,0.1765,0.0,0.3004,0.0833
31.86,ChatGPT,MODERATE,EN,Anxiety,0.7358,0.2941,0.0,0.1595,0.0833
37.3,Copilot,MODERATE,EN,Anxiety,0.8382,0.3529,0.0,0.2502,0.0833
28.07,Gemini,LOW,EN,Anxiety,0.7726,0.0,0.0,0.4062,0.0833
25.9,ChatGPT,LOW,EN,Anxiety,0.7358,0.0588,0.0,0.1523,0.0833
39.1,Copilot,MODERATE,EN,Anxiety,0.8382,0.4471,0.0,0.1945,0.0833
28.1,Gemini,LOW,EN,Anxiety,0.7726,0.0,0.0,0.4086,0.0833
27.51,ChatGPT,LOW,EN,Anxiety,0.7358,0.1176,0.0,0.1661,0.0833
39.26,Copilot,MODERATE,EN,Anxiety,0.8382,0.4353,0.0,0.24,0.0833
28.41,Gemini,LOW,EN,Anxiety,0.7726,0.0588,0.0,0.2932,0.0833
44.01,ChatGPT,MODERATE,EN,Anxiety,0.7873,0.7042,0.0,0.1954,0.0833
31.15,Copilot,MODERATE,EN,Anxiety,0.5112,0.5412,0.0,0.145,0.0833
27.63,Gemini,LOW,EN,Anxiety,0.7974,0.0,0.0,0.2877,0.0833
36.51,ChatGPT,MODERATE,EN,Anxiety,0.7873,0.4084,0.0,0.1849,0.0833
32.46,Copilot,MODERATE,EN,Anxiety,0.5112,0.5882,0.0,0.1581,0.0833
29.29,Gemini,LOW,EN,Anxiety,0.7974,0.1176,0.0,0.1592,0.0833
40.24,ChatGPT,MODERATE,EN,Anxiety,0.7873,0.5613,0.0,0.176,0.0833
26.88,Copilot,LOW,EN,Anxiety,0.5112,0.3882,0.0,0.1007,0.0833
28.18,Gemini,LOW,EN,Anxiety,0.7974,0.0168,0.0,0.3004,0.0833
27.68,ChatGPT,LOW,EN,Anxiety,0.6803,0.1933,0.0,0.1603,0.0833
45.65,Copilot,MODERATE,EN,Anxiety,0.8175,0.6891,0.0,0.3061,0.0833
32.68,Gemini,MODERATE,EN,Anxiety,0.855,0.1765,0.0,0.1786,0.0833
27.66,ChatGPT,LOW,EN,Anxiety,0.6803,0.1933,0.0,0.1586,0.0833
43.64,Copilot,MODERATE,EN,Anxiety,0.8175,0.642,0.0,0.2231,0.0833
30.93,Gemini,MODERATE,EN,Anxiety,0.855,0.0588,0.0,0.2978,0.0833
30.77,ChatGPT,MODERATE,EN,Anxiety,0.6803,0.3126,0.0,0.1713,0.0833
43.53,Copilot,MODERATE,EN,Anxiety,0.8175,0.642,0.0,0.2117,0.0833
30.92,Gemini,MODERATE,EN,Anxiety,0.855,0.0588,0.0,0.2965,0.0833
28.63,ChatGPT,LOW,EN,Anxiety,0.7295,0.1647,0.0,0.1797,0.0833
30.53,Copilot,MODERATE,EN,Anxiety,0.5125,0.4353,0.0,0.3437,0.0833
30.19,Gemini,MODERATE,EN,Anxiety,0.7505,0.1059,0.0,0.4194,0.0833
30.24,ChatGPT,MODERATE,EN,Anxiety,0.7295,0.2235,0.0,0.1936,0.0833
35.23,Copilot,MODERATE,EN,Anxiety,0.5125,0.6,0.0,0.4018,0.0833
28.74,Gemini,LOW,EN,Anxiety,0.7505,0.0471,0.0,0.4218,0.0833
27.64,ChatGPT,LOW,EN,Anxiety,0.7295,0.1176,0.0,0.1981,0.0833
33.12,Copilot,MODERATE,EN,Anxiety,0.5125,0.5412,0.0,0.3385,0.0833
28.74,Gemini,LOW,EN,Anxiety,0.7505,0.0471,0.0,0.4221,0.0833
27.71,ChatGPT,LOW,EN,Anxiety,0.5465,0.3647,0.0,0.1366,0.0833
44.81,Copilot,MODERATE,EN,Anxiety,0.8163,0.6538,0.0,0.3144,0.0833
35.89,Gemini,MODERATE,EN,Anxiety,0.8069,0.3176,0.0,0.2914,0.0833
27.8,ChatGPT,LOW,EN,Anxiety,0.5465,0.3647,0.0,0.1457,0.0833
50.39,Copilot,HIGH,EN,Anxiety,0.8163,0.8672,0.0,0.3385,0.0833
34.17,Gemini,MODERATE,EN,Anxiety,0.8069,0.2,0.0,0.4127,0.0833
29.1,ChatGPT,LOW,EN,Anxiety,0.5465,0.4235,0.0,0.1279,0.0833
44.7,Copilot,MODERATE,EN,Anxiety,0.8163,0.6538,0.0,0.303,0.0833
35.31,Gemini,MODERATE,EN,Anxiety,0.8069,0.2471,0.0,0.4095,0.0833
30.73,ChatGPT,MODERATE,EN,Anxiety,0.785,0.1815,0.0,0.1804,0.0833
35.83,Copilot,MODERATE,EN,Anxiety,0.0,1.0,0.0,1.0,0.0833
33.35,Gemini,MODERATE,EN,Anxiety,0.8486,0.1176,0.0,0.4116,0.0833
29.57,ChatGPT,LOW,EN,Anxiety,0.785,0.1345,0.0,0.1822,0.0833
35.83,Copilot,MODERATE,EN,Anxiety,0.0,1.0,0.0,1.0,0.0833
30.41,Gemini,MODERATE,EN,Anxiety,0.8486,0.0,0.0,0.4125,0.0833
33.23,ChatGPT,MODERATE,EN,Anxiety,0.785,0.2773,0.0,0.191,0.0833
35.83,Copilot,MODERATE,EN,Anxiety,0.0,1.0,0.0,1.0,0.0833
31.87,Gemini,MODERATE,EN,Anxiety,0.8486,0.0588,0.0,0.4107,0.0833
24.69,ChatGPT,LOW,EN,Anxiety,0.6882,0.0588,0.0,0.1738,0.0833
35.83,Copilot,MODERATE,EN,Anxiety,0.0,1.0,0.0,1.0,0.0833
25.13,Gemini,LOW,EN,Anxiety,0.7104,0.0,0.0,0.2981,0.0833
24.58,ChatGPT,LOW,EN,Anxiety,0.6882,0.0588,0.0,0.1629,0.0833
35.83,Copilot,MODERATE,EN,Anxiety,0.0,1.0,0.0,1.0,0.0833
25.12,Gemini,LOW,EN,Anxiety,0.7104,0.0,0.0,0.2978,0.0833
24.53,ChatGPT,LOW,EN,Anxiety,0.6882,0.0588,0.0,0.1578,0.0833
35.83,Copilot,MODERATE,EN,Anxiety,0.0,1.0,0.0,1.0,0.0833
25.14,Gemini,LOW,EN,Anxiety,0.7104,0.0,0.0,0.2996,0.0833
38.49,ChatGPT,MODERATE,BM,Anxiety,0.7315,0.6,0.0,0.1545,0.0
47.66,Copilot,MODERATE,BM,Anxiety,0.6732,0.9412,0.0,0.2262,0.1667
38.56,Gemini,MODERATE,BM,Anxiety,0.6194,0.6471,0.0,0.2797,0.1
45.51,ChatGPT,MODERATE,BM,Anxiety,0.7315,0.8529,0.0,0.1908,0.0333
43.15,Copilot,MODERATE,BM,Anxiety,0.6732,0.7059,0.0,0.3642,0.1667
41.35,Gemini,MODERATE,BM,Anxiety,0.6194,0.5529,0.0,0.3939,0.5
40.65,ChatGPT,MODERATE,BM,Anxiety,0.7315,0.6471,0.0,0.1529,0.1
48.72,Copilot,MODERATE,BM,Anxiety,0.6732,0.9412,0.0,0.3322,0.1667
49.7,Gemini,MODERATE,BM,Anxiety,0.6194,0.5529,0.3333,0.3965,0.5
39.31,ChatGPT,MODERATE,BM,Anxiety,0.7323,0.6471,0.0,0.1167,0.0
60.67,Copilot,HIGH,BM,Anxiety,0.7702,1.0,0.3333,0.3234,0.1
33.34,Gemini,MODERATE,BM,Anxiety,0.7359,0.2941,0.0,0.3906,0.0
40.43,ChatGPT,MODERATE,BM,Anxiety,0.7323,0.6833,0.0,0.1378,0.0
53.02,Copilot,HIGH,BM,Anxiety,0.7702,1.0,0.0,0.3583,0.1333
37.44,Gemini,MODERATE,BM,Anxiety,0.7359,0.5059,0.0,0.2718,0.0
41.67,ChatGPT,MODERATE,BM,Anxiety,0.7323,0.7285,0.0,0.1488,0.0
52.14,Copilot,HIGH,BM,Anxiety,0.7702,1.0,0.0,0.3038,0.1
44.66,Gemini,MODERATE,BM,Anxiety,0.7359,0.4588,0.3333,0.2783,0.0
38.24,ChatGPT,MODERATE,BM,Anxiety,0.6714,0.6569,0.0,0.1339,0.0333
31.68,Copilot,MODERATE,BM,Anxiety,0.4405,0.6569,0.0,0.1379,0.0667
42.98,Gemini,MODERATE,BM,Anxiety,0.8402,0.5529,0.0,0.395,0.0
37.83,ChatGPT,MODERATE,BM,Anxiety,0.6714,0.6569,0.0,0.1261,0.0
38.43,Copilot,MODERATE,BM,Anxiety,0.4405,0.8922,0.0,0.1913,0.1
44.16,Gemini,MODERATE,BM,Anxiety,0.8402,0.6,0.0,0.395,0.0
38.13,ChatGPT,MODERATE,BM,Anxiety,0.6714,0.6471,0.0,0.1148,0.0667
41.43,Copilot,MODERATE,BM,Anxiety,0.4405,0.8922,0.0,0.4583,0.1333
39.44,Gemini,MODERATE,BM,Anxiety,0.8402,0.4588,0.0,0.2766,0.0
33.08,ChatGPT,MODERATE,BM,Anxiety,0.5135,0.6569,0.0,0.1248,0.0
52.96,Copilot,HIGH,BM,Anxiety,0.7182,0.9902,0.0,0.533,0.1333
35.65,Gemini,MODERATE,BM,Anxiety,0.6748,0.5059,0.0,0.2763,0.0
31.75,ChatGPT,MODERATE,BM,Anxiety,0.5135,0.6,0.0,0.1346,0.0
52.63,Copilot,HIGH,BM,Anxiety,0.7182,0.9902,0.0,0.533,0.1
35.74,Gemini,MODERATE,BM,Anxiety,0.6748,0.5059,0.0,0.2847,0.0
31.7,ChatGPT,MODERATE,BM,Anxiety,0.5135,0.6,0.0,0.1289,0.0
54.14,Copilot,HIGH,BM,Anxiety,0.7182,0.9902,0.0,0.6505,0.1333
34.44,Gemini,MODERATE,BM,Anxiety,0.6748,0.4588,0.0,0.2725,0.0
41.88,ChatGPT,MODERATE,BM,Anxiety,0.5241,0.6471,0.3333,0.1646,0.0
59.33,Copilot,HIGH,BM,Anxiety,0.8552,0.8353,0.3333,0.312,0.1333
50.55,Gemini,HIGH,BM,Anxiety,0.7597,0.4118,0.3333,0.4135,0.5
42.9,ChatGPT,MODERATE,BM,Anxiety,0.5241,0.6471,0.3333,0.1663,0.1
58.31,Copilot,HIGH,BM,Anxiety,0.8552,1.0,0.0,0.6322,0.1333
54.04,Gemini,HIGH,BM,Anxiety,0.7597,0.5529,0.3333,0.4089,0.5
39.6,ChatGPT,MODERATE,BM,Anxiety,0.5241,0.5529,0.3333,0.1724,0.0
59.88,Copilot,HIGH,BM,Anxiety,0.8552,0.8824,0.3333,0.2502,0.1333
52.92,Gemini,HIGH,BM,Anxiety,0.7597,0.5059,0.3333,0.4152,0.5
38.25,ChatGPT,MODERATE,BM,Anxiety,0.6409,0.6791,0.0,0.1713,0.0333
49.01,Copilot,MODERATE,BM,Anxiety,0.5735,1.0,0.0,0.6143,0.0667
42.13,Gemini,MODERATE,BM,Anxiety,0.8078,0.5529,0.0,0.4073,0.0
39.34,ChatGPT,MODERATE,BM,Anxiety,0.6409,0.7326,0.0,0.1802,0.0
49.35,Copilot,MODERATE,BM,Anxiety,0.5735,1.0,0.0,0.6143,0.1
50.51,Gemini,HIGH,BM,Anxiety,0.8078,0.5529,0.3333,0.4119,0.0
37.93,ChatGPT,MODERATE,BM,Anxiety,0.6409,0.6791,0.0,0.1724,0.0
48.73,Copilot,MODERATE,BM,Anxiety,0.5735,1.0,0.0,0.6191,0.0333
44.8,Gemini,MODERATE,BM,Anxiety,0.8078,0.4588,0.0,0.4096,0.5
35.51,ChatGPT,MODERATE,BM,Anxiety,0.5812,0.6588,0.0,0.1607,0.0
49.61,Copilot,MODERATE,BM,Anxiety,0.5847,0.9782,0.0,0.6284,0.1333
48.96,Gemini,MODERATE,BM,Anxiety,0.8728,0.5529,0.0,0.3957,0.5
34.41,ChatGPT,MODERATE,BM,Anxiety,0.5812,0.6168,0.0,0.155,0.0
50.72,Copilot,HIGH,BM,Anxiety,0.5847,1.0,0.0,0.6844,0.1333
42.84,Gemini,MODERATE,BM,Anxiety,0.8728,0.5529,0.0,0.2832,0.0
35.41,ChatGPT,MODERATE,BM,Anxiety,0.5812,0.6588,0.0,0.1503,0.0
50.06,Copilot,HIGH,BM,Anxiety,0.5847,0.9782,0.0,0.6392,0.1667
42.7,Gemini,MODERATE,BM,Anxiety,0.8728,0.5059,0.0,0.3872,0.0
36.37,ChatGPT,MODERATE,BM,Anxiety,0.6283,0.6471,0.0,0.1346,0.0
47.63,Copilot,MODERATE,BM,Anxiety,0.7472,0.9144,0.0,0.1349,0.1
48.72,Gemini,MODERATE,BM,Anxiety,0.7508,0.6,0.3333,0.2861,0.0
36.39,ChatGPT,MODERATE,BM,Anxiety,0.6283,0.6471,0.0,0.1359,0.0
49.16,Copilot,MODERATE,BM,Anxiety,0.7472,0.9679,0.0,0.2548,0.0
37.99,Gemini,MODERATE,BM,Anxiety,0.7508,0.5059,0.0,0.2817,0.0
36.45,ChatGPT,MODERATE,BM,Anxiety,0.6283,0.6471,0.0,0.1422,0.0
47.73,Copilot,MODERATE,BM,Anxiety,0.7472,0.9144,0.0,0.145,0.1
53.58,Gemini,HIGH,BM,Anxiety,0.7508,0.5529,0.3333,0.3903,0.5
39.25,ChatGPT,MODERATE,BM,Anxiety,0.7601,0.6,0.0,0.1446,0.0
46.02,Copilot,MODERATE,BM,Anxiety,0.8304,0.7412,0.0,0.1913,0.0667
40.16,Gemini,MODERATE,BM,Anxiety,0.743,0.6,0.0,0.2867,0.0
39.28,ChatGPT,MODERATE,BM,Anxiety,0.7601,0.6,0.0,0.1472,0.0
48.71,Copilot,MODERATE,BM,Anxiety,0.8304,0.8353,0.0,0.1913,0.1
36.72,Gemini,MODERATE,BM,Anxiety,0.743,0.4588,0.0,0.296,0.0
39.22,ChatGPT,MODERATE,BM,Anxiety,0.7601,0.6,0.0,0.1414,0.0
49.11,Copilot,MODERATE,BM,Anxiety,0.8304,0.8353,0.0,0.2314,0.1
40.21,Gemini,MODERATE,BM,Anxiety,0.743,0.6,0.0,0.2919,0.0
46.85,ChatGPT,MODERATE,BM,Anxiety,0.7889,0.8529,0.0,0.1854,0.0
36.99,Copilot,MODERATE,BM,Anxiety,0.5998,0.6569,0.0,0.1575,0.1
43.1,Gemini,MODERATE,BM,Anxiety,0.8451,0.6,0.0,0.2753,0.0
42.8,ChatGPT,MODERATE,BM,Anxiety,0.7889,0.7059,0.0,0.148,0.0
41.3,Copilot,MODERATE,BM,Anxiety,0.5998,0.8039,0.0,0.2212,0.1
48.08,Gemini,MODERATE,BM,Anxiety,0.8451,0.5059,0.3333,0.1749,0.0
45.41,ChatGPT,MODERATE,BM,Anxiety,0.7889,0.8039,0.0,0.1641,0.0
37.87,Copilot,MODERATE,BM,Anxiety,0.5998,0.6569,0.0,0.2453,0.1
40.86,Gemini,MODERATE,BM,Anxiety,0.8451,0.5059,0.0,0.2858,0.0
51.6,ChatGPT,HIGH,BM,Anxiety,0.8162,0.6833,0.3333,0.1369,0.0333
48.71,Copilot,MODERATE,BM,Anxiety,0.7706,0.9186,0.0,0.2292,0.0333
49.06,Gemini,MODERATE,BM,Anxiety,0.8437,0.5059,0.3333,0.2766,0.0
42.84,ChatGPT,MODERATE,BM,Anxiety,0.8162,0.6833,0.0,0.1273,0.0
47.61,Copilot,MODERATE,BM,Anxiety,0.7706,0.8824,0.0,0.2101,0.0333
49.13,Gemini,MODERATE,BM,Anxiety,0.8437,0.5059,0.3333,0.2838,0.0
41.8,ChatGPT,MODERATE,BM,Anxiety,0.8162,0.6471,0.0,0.1134,0.0
49.33,Copilot,MODERATE,BM,Anxiety,0.7706,0.9186,0.0,0.2247,0.1
49.04,Gemini,MODERATE,BM,Anxiety,0.8437,0.5059,0.3333,0.2748,0.0
48.65,ChatGPT,MODERATE,BM,Anxiety,0.6699,0.7386,0.3333,0.1756,0.0
40.65,Copilot,MODERATE,BM,Stress Management,0.4026,0.9739,0.0,0.3227,0.1
49.54,Gemini,MODERATE,BM,Anxiety,0.7773,0.5529,0.3333,0.4061,0.0
40.39,ChatGPT,MODERATE,BM,Anxiety,0.6699,0.7386,0.0,0.1825,0.0
40.38,Copilot,MODERATE,BM,Stress Management,0.4026,0.9739,0.0,0.296,0.1
49.6,Gemini,MODERATE,BM,Anxiety,0.7773,0.5529,0.3333,0.4123,0.0
37.81,ChatGPT,MODERATE,BM,Anxiety,0.6699,0.6471,0.0,0.154,0.0
40.32,Copilot,MODERATE,BM,Stress Management,0.4026,0.9739,0.0,0.29,0.1
42.41,Gemini,MODERATE,BM,Anxiety,0.7773,0.6,0.0,0.4092,0.0
37.68,ChatGPT,MODERATE,BM,Anxiety,0.6703,0.6471,0.0,0.1395,0.0
46.31,Copilot,MODERATE,BM,Anxiety,0.6506,0.9412,0.0,0.2262,0.1
44.88,Gemini,MODERATE,BM,Anxiety,0.8625,0.6471,0.0,0.2829,0.0
37.54,ChatGPT,MODERATE,BM,Anxiety,0.6703,0.6471,0.0,0.1253,0.0
51.25,Copilot,HIGH,BM,Anxiety,0.6506,0.9902,0.0,0.5646,0.1333
53.27,Gemini,HIGH,BM,Anxiety,0.8625,0.6471,0.3333,0.2888,0.0
37.28,ChatGPT,MODERATE,BM,Anxiety,0.6703,0.6471,0.0,0.0994,0.0
46.46,Copilot,MODERATE,BM,Anxiety,0.6506,0.9412,0.0,0.2409,0.1
44.87,Gemini,MODERATE,BM,Anxiety,0.8625,0.6471,0.0,0.2815,0.0
39.19,ChatGPT,MODERATE,BM,Anxiety,0.6638,0.7059,0.0,0.1633,0.0
66.42,Copilot,HIGH,BM,Anxiety,0.7141,1.0,0.0,1.0,1.0
44.8,Gemini,MODERATE,BM,Anxiety,0.7709,0.5059,0.0,0.4022,0.5
48.63,ChatGPT,MODERATE,BM,Anxiety,0.6638,0.7479,0.3333,0.168,0.0
66.42,Copilot,HIGH,BM,Anxiety,0.7141,1.0,0.0,1.0,1.0
44.82,Gemini,MODERATE,BM,Anxiety,0.7709,0.5059,0.0,0.4049,0.5
48.64,ChatGPT,MODERATE,BM,Anxiety,0.6638,0.7479,0.3333,0.1692,0.0
51.35,Copilot,HIGH,BM,Anxiety,0.7141,1.0,0.0,0.3926,0.1
53.15,Gemini,HIGH,BM,Anxiety,0.7709,0.5059,0.3333,0.4045,0.5
33.76,ChatGPT,MODERATE,BM,Anxiety,0.5832,0.6,0.0,0.1268,0.0
39.87,Copilot,MODERATE,BM,Anxiety,0.5986,0.7882,0.0,0.154,0.0667
37.52,Gemini,MODERATE,BM,Anxiety,0.7716,0.4588,0.0,0.2898,0.0
31.7,ChatGPT,MODERATE,BM,Anxiety,0.5832,0.5059,0.0,0.1559,0.0
39.69,Copilot,MODERATE,BM,Anxiety,0.5986,0.7882,0.0,0.1366,0.0667
38.71,Gemini,MODERATE,BM,Anxiety,0.7716,0.5059,0.0,0.291,0.0
31.39,ChatGPT,MODERATE,BM,Anxiety,0.5832,0.5059,0.0,0.1248,0.0
40.61,Copilot,MODERATE,BM,Anxiety,0.5986,0.7882,0.0,0.2279,0.0667
36.17,Gemini,MODERATE,BM,Anxiety,0.7716,0.4588,0.0,0.155,0.0
36.19,ChatGPT,MODERATE,EN,Stress Management,0.716,0.479,0.0,0.1898,0.0833
42.34,Copilot,MODERATE,EN,Stress Management,0.4456,1.0,0.0,0.3144,0.0833
26.54,Gemini,LOW,EN,Stress Management,0.7411,0.0168,0.0,0.3051,0.0833
35.4,ChatGPT,MODERATE,EN,Stress Management,0.716,0.4538,0.0,0.1745,0.0833
42.44,Copilot,MODERATE,EN,Stress Management,0.4456,1.0,0.0,0.3244,0.0833
27.22,Gemini,LOW,EN,Stress Management,0.7411,0.0471,0.0,0.2977,0.0833
33.29,ChatGPT,MODERATE,EN,Stress Management,0.716,0.3613,0.0,0.1945,0.0833
42.31,Copilot,MODERATE,EN,Stress Management,0.4456,1.0,0.0,0.3105,0.0833
32.42,Gemini,MODERATE,EN,Stress Management,0.7411,0.2521,0.0,0.3054,0.0833
27.45,ChatGPT,LOW,EN,Stress Management,0.694,0.1176,0.0,0.2858,0.0833
35.83,Copilot,MODERATE,EN,Stress Management,0.0,1.0,0.0,1.0,0.0833
31.65,Gemini,MODERATE,EN,Stress Management,0.7903,0.1176,0.0,0.4166,0.0833
30.84,ChatGPT,MODERATE,EN,Stress Management,0.694,0.2941,0.0,0.1833,0.0833
35.83,Copilot,MODERATE,EN,Stress Management,0.0,1.0,0.0,1.0,0.0833
33.09,Gemini,MODERATE,EN,Stress Management,0.7903,0.1765,0.0,0.4137,0.0833
29.29,ChatGPT,LOW,EN,Stress Management,0.694,0.2353,0.0,0.1751,0.0833
35.83,Copilot,MODERATE,EN,Stress Management,0.0,1.0,0.0,1.0,0.0833
33.12,Gemini,MODERATE,EN,Stress Management,0.7903,0.1765,0.0,0.4161,0.0833
28.97,ChatGPT,LOW,EN,Stress Management,0.6928,0.2235,0.0,0.1761,0.0833
42.83,Copilot,MODERATE,EN,Stress Management,0.752,0.6538,0.0,0.3091,0.0833
29.38,Gemini,LOW,EN,Stress Management,0.7528,0.1176,0.0,0.3024,0.0833
27.81,ChatGPT,LOW,EN,Stress Management,0.6928,0.1765,0.0,0.1786,0.0833
46.98,Copilot,MODERATE,EN,Stress Management,0.752,0.8303,0.0,0.2833,0.0833
30.5,Gemini,MODERATE,EN,Stress Management,0.7528,0.1176,0.0,0.4141,0.0833
29.72,ChatGPT,LOW,EN,Stress Management,0.6928,0.2521,0.0,0.1797,0.0833
39.56,Copilot,MODERATE,EN,Stress Management,0.752,0.5529,0.0,0.2344,0.0833
29.05,Gemini,LOW,EN,Stress Management,0.7528,0.0588,0.0,0.4163,0.0833
31.18,ChatGPT,MODERATE,EN,Stress Management,0.6474,0.3882,0.0,0.122,0.0833
30.47,Copilot,MODERATE,EN,Stress Management,0.27,0.8353,0.0,0.0654,0.0833
31.26,Gemini,MODERATE,EN,Stress Management,0.7421,0.1647,0.0,0.4051,0.0833
27.4,ChatGPT,LOW,EN,Stress Management,0.6474,0.2235,0.0,0.1555,0.0833
31.01,Copilot,MODERATE,EN,Stress Management,0.27,0.8353,0.0,0.1196,0.0833
28.64,Gemini,LOW,EN,Stress Management,0.7421,0.0588,0.0,0.4077,0.0833
27.53,ChatGPT,LOW,EN,Stress Management,0.6474,0.2353,0.0,0.1387,0.0833
33.62,Copilot,MODERATE,EN,Stress Management,0.27,0.8353,0.0,0.3808,0.0833
30.11,Gemini,MODERATE,EN,Stress Management,0.7421,0.1647,0.0,0.2901,0.0833
29.99,ChatGPT,LOW,EN,Stress Management,0.7173,0.2588,0.0,0.117,0.0833
34.12,Copilot,MODERATE,EN,Stress Management,0.3156,0.8521,0.0,0.2513,0.0833
27.87,Gemini,LOW,EN,Stress Management,0.7661,0.0,0.0,0.4049,0.0833
29.3,ChatGPT,LOW,EN,Stress Management,0.7173,0.2235,0.0,0.1354,0.0833
34.06,Copilot,MODERATE,EN,Stress Management,0.3156,0.8521,0.0,0.2453,0.0833
26.79,Gemini,LOW,EN,Stress Management,0.7661,0.0,0.0,0.2975,0.0833
29.08,ChatGPT,LOW,EN,Stress Management,0.7173,0.2118,0.0,0.1435,0.0833
39.96,Copilot,MODERATE,EN,Stress Management,0.3156,0.9361,0.0,0.6257,0.0833
27.9,Gemini,LOW,EN,Stress Management,0.7661,0.0,0.0,0.4079,0.0833
33.01,ChatGPT,MODERATE,EN,Stress Management,0.7883,0.2706,0.0,0.1762,0.0833
33.31,Copilot,MODERATE,EN,Stress Management,0.3148,0.8353,0.0,0.2148,0.0833
31.81,Gemini,MODERATE,EN,Stress Management,0.7967,0.1647,0.0,0.2953,0.0833
38.55,ChatGPT,MODERATE,EN,Stress Management,0.7883,0.4941,0.0,0.1713,0.0833
33.23,Copilot,MODERATE,EN,Stress Management,0.3148,0.8353,0.0,0.2072,0.0833
37.4,Gemini,MODERATE,EN,Stress Management,0.7967,0.3882,0.0,0.2964,0.0833
41.42,ChatGPT,MODERATE,EN,Stress Management,0.7883,0.6039,0.0,0.1833,0.0833
32.6,Copilot,MODERATE,EN,Stress Management,0.3148,0.8353,0.0,0.1438,0.0833
31.82,Gemini,MODERATE,EN,Stress Management,0.7967,0.1176,0.0,0.4146,0.0833
35.58,ChatGPT,MODERATE,EN,Stress Management,0.8262,0.3294,0.0,0.1728,0.0833
36.81,Copilot,MODERATE,EN,Stress Management,0.4501,0.7765,0.0,0.3061,0.0833
34.43,Gemini,MODERATE,EN,Stress Management,0.8031,0.2118,0.0,0.4204,0.0833
