hmi_score,chatbot,severity,language,category,FC Norm,RG Norm,SC Norm,SH Norm,CA Norm
40.15,ChatGPT,MODERATE,BM,Stress Management,0.7445,0.6471,0.0,0.1307,0.0333
36.02,Copilot,MODERATE,BM,Stress Management,0.3885,0.8353,0.0,0.2148,0.1333
42.74,Gemini,MODERATE,BM,Stress Management,0.7897,0.6,0.0,0.4048,0.0
41.01,ChatGPT,MODERATE,BM,Stress Management,0.7445,0.6471,0.0,0.1165,0.1333
36.02,Copilot,MODERATE,BM,Stress Management,0.3885,0.8353,0.0,0.2148,0.1333
42.81,Gemini,MODERATE,BM,Stress Management,0.7897,0.6471,0.0,0.2942,0.0
39.72,ChatGPT,MODERATE,BM,Stress Management,0.7445,0.6471,0.0,0.1208,0.0
40.63,Copilot,MODERATE,BM,Stress Management,0.3885,0.8614,0.0,0.6105,0.1333
41.57,Gemini,MODERATE,BM,Stress Management,0.7897,0.6,0.0,0.288,0.0
39.88,ChatGPT,MODERATE,BM,Stress Management,0.7539,0.6471,0.0,0.109,0.0
38.77,Copilot,MODERATE,BM,Stress Management,0.3366,0.9085,0.0,0.4957,0.1
40.14,Gemini,MODERATE,BM,Stress Management,0.7393,0.6471,0.0,0.1789,0.0
40.25,ChatGPT,MODERATE,BM,Stress Management,0.7539,0.6471,0.0,0.1455,0.0
38.77,Copilot,MODERATE,BM,Stress Management,0.3366,0.9085,0.0,0.4957,0.1
50.7,Gemini,HIGH,BM,Stress Management,0.7393,0.6471,0.3333,0.4009,0.0
40.16,ChatGPT,MODERATE,BM,Stress Management,0.7539,0.6471,0.0,0.1369,0.0
35.18,Copilot,MODERATE,BM,Stress Management,0.3366,0.8824,0.0,0.2018,0.1
40.12,Gemini,MODERATE,BM,Stress Management,0.7393,0.6,0.0,0.2938,0.0
29.79,ChatGPT,LOW,BM,Stress Management,0.4422,0.6,0.0,0.1526,0.0
31.79,Copilot,MODERATE,BM,Stress Management,0.236,0.8353,0.0,0.2824,0.1
47.1,Gemini,MODERATE,BM,Stress Management,0.8034,0.6,0.0,0.3003,0.5
29.88,ChatGPT,LOW,BM,Stress Management,0.4422,0.6,0.0,0.1617,0.0
31.98,Copilot,MODERATE,BM,Stress Management,0.236,0.8353,0.0,0.3023,0.1
55.36,Gemini,HIGH,BM,Stress Management,0.8034,0.5529,0.3333,0.4107,0.5
29.92,ChatGPT,LOW,BM,Stress Management,0.4422,0.6,0.0,0.1652,0.0
31.69,Copilot,MODERATE,BM,Stress Management,0.236,0.8353,0.0,0.2725,0.1
54.26,Gemini,HIGH,BM,Stress Management,0.8034,0.5529,0.3333,0.3001,0.5
47.29,ChatGPT,MODERATE,BM,Stress Management,0.6312,0.7326,0.3333,0.1705,0.0
35.27,Copilot,MODERATE,BM,Stress Management,0.2554,0.9679,0.0,0.274,0.0667
57.26,Gemini,HIGH,BM,Stress Management,0.8296,0.6,0.3333,0.4042,0.5
45.87,ChatGPT,MODERATE,BM,Stress Management,0.6312,0.6791,0.3333,0.1621,0.0
29.38,Copilot,LOW,BM,Stress Management,0.2554,0.7326,0.0,0.274,0.0667
58.4,Gemini,HIGH,BM,Stress Management,0.8296,0.6471,0.3333,0.4004,0.5
45.7,ChatGPT,MODERATE,BM,Stress Management,0.6312,0.6791,0.3333,0.1455,0.0
35.27,Copilot,MODERATE,BM,Stress Management,0.2554,0.9679,0.0,0.274,0.0667
52.21,Gemini,HIGH,BM,Stress Management,0.8296,0.5294,0.2,0.4087,0.5
39.27,ChatGPT,MODERATE,BM,Stress Management,0.7184,0.6471,0.0,0.154,0.0
42.68,Copilot,MODERATE,BM,Stress Management,0.4562,0.8824,0.0,0.5935,0.1
40.53,Gemini,MODERATE,BM,Stress Management,0.7904,0.5529,0.0,0.2997,0.0
39.31,ChatGPT,MODERATE,BM,Stress Management,0.7184,0.6471,0.0,0.1578,0.0
42.8,Copilot,MODERATE,BM,Stress Management,0.4562,0.8824,0.0,0.5724,0.1333
40.52,Gemini,MODERATE,BM,Stress Management,0.7904,0.5529,0.0,0.2987,0.0
39.25,ChatGPT,MODERATE,BM,Stress Management,0.7184,0.6471,0.0,0.1519,0.0
42.68,Copilot,MODERATE,BM,Stress Management,0.4562,0.8824,0.0,0.5935,0.1
41.64,Gemini,MODERATE,BM,Stress Management,0.7904,0.5529,0.0,0.4101,0.0
49.75,ChatGPT,MODERATE,BM,Stress Management,0.7604,0.6833,0.3333,0.1528,0.0
41.18,Copilot,MODERATE,BM,Stress Management,0.3428,0.9638,0.0,0.58,0.1
46.95,Gemini,MODERATE,BM,Stress Management,0.7984,0.5412,0.2667,0.2806,0.0
49.8,ChatGPT,MODERATE,BM,Stress Management,0.7604,0.6833,0.3333,0.1578,0.0
31.89,Copilot,MODERATE,BM,Stress Management,0.3428,0.7285,0.0,0.2729,0.0667
41.88,Gemini,MODERATE,BM,Stress Management,0.7984,0.6,0.0,0.2927,0.0
40.24,ChatGPT,MODERATE,BM,Stress Management,0.7604,0.6471,0.0,0.1255,0.0
41.12,Copilot,MODERATE,BM,Stress Management,0.3428,0.9638,0.0,0.5737,0.1
49.83,Gemini,MODERATE,BM,Stress Management,0.7984,0.5882,0.3333,0.2842,0.0
35.16,ChatGPT,MODERATE,BM,Stress Management,0.5257,0.7059,0.0,0.1748,0.0
43.93,Copilot,MODERATE,BM,Stress Management,0.5218,0.9412,0.0,0.3415,0.1333
51.86,Gemini,HIGH,BM,Stress Management,0.7761,0.6471,0.3333,0.4064,0.0
35.18,ChatGPT,MODERATE,BM,Stress Management,0.5257,0.7059,0.0,0.1765,0.0
44.02,Copilot,MODERATE,BM,Stress Management,0.5218,0.9412,0.0,0.3504,0.1333
49.3,Gemini,MODERATE,BM,Stress Management,0.7761,0.5882,0.3333,0.2979,0.0
43.53,ChatGPT,MODERATE,BM,Stress Management,0.5257,0.7059,0.3333,0.1777,0.0
56.93,Copilot,HIGH,BM,Stress Management,0.5218,1.0,0.3333,0.6612,0.1333
50.77,Gemini,HIGH,BM,Stress Management,0.7761,0.6471,0.3333,0.2973,0.0
40.05,ChatGPT,MODERATE,BM,Stress Management,0.7701,0.6471,0.0,0.0772,0.0
46.51,Copilot,MODERATE,BM,Stress Management,0.6517,0.8824,0.0,0.3904,0.1
38.91,Gemini,MODERATE,BM,Stress Management,0.7886,0.5059,0.0,0.2607,0.0
40.43,ChatGPT,MODERATE,BM,Stress Management,0.7701,0.6471,0.0,0.115,0.0
47.14,Copilot,MODERATE,BM,Stress Management,0.6517,1.0,0.0,0.2591,0.0
42.51,Gemini,MODERATE,BM,Stress Management,0.7886,0.6471,0.0,0.2676,0.0
39.75,ChatGPT,MODERATE,BM,Stress Management,0.7701,0.6471,0.0,0.0474,0.0
47.1,Copilot,MODERATE,BM,Stress Management,0.6517,1.0,0.0,0.2548,0.0
41.4,Gemini,MODERATE,BM,Stress Management,0.7886,0.6,0.0,0.2739,0.0
37.67,ChatGPT,MODERATE,EN,Grief and Loss,0.7606,0.4941,0.0,0.1668,0.0833
33.41,Copilot,MODERATE,EN,Grief and Loss,0.3637,0.8353,0.0,0.0779,0.0833
27.27,Gemini,LOW,EN,Grief and Loss,0.5633,0.2706,0.0,0.277,0.0833
37.55,ChatGPT,MODERATE,EN,Grief and Loss,0.7606,0.4941,0.0,0.155,0.0833
27.62,Copilot,LOW,EN,Grief and Loss,0.3637,0.6,0.0,0.087,0.0833
28.46,Gemini,LOW,EN,Grief and Loss,0.5633,0.3176,0.0,0.2784,0.0833
40.84,ChatGPT,MODERATE,EN,Grief and Loss,0.7606,0.6118,0.0,0.1891,0.0833
27.62,Copilot,LOW,EN,Grief and Loss,0.3637,0.6,0.0,0.087,0.0833
27.11,Gemini,LOW,EN,Grief and Loss,0.5633,0.2588,0.0,0.2907,0.0833
24.19,ChatGPT,LOW,EN,Grief and Loss,0.4876,0.2824,0.0,0.1674,0.0833
27.37,Copilot,LOW,EN,Grief and Loss,0.2903,0.6,0.0,0.2833,0.0833
37.94,Gemini,MODERATE,EN,Grief and Loss,0.8738,0.3176,0.0,0.2953,0.0833
29.15,ChatGPT,LOW,EN,Grief and Loss,0.4876,0.4824,0.0,0.1627,0.0833
34.13,Copilot,MODERATE,EN,Grief and Loss,0.2903,0.8824,0.0,0.2533,0.0833
36.55,Gemini,MODERATE,EN,Grief and Loss,0.8738,0.2588,0.0,0.3029,0.0833
24.95,ChatGPT,LOW,EN,Grief and Loss,0.4876,0.3176,0.0,0.155,0.0833
33.55,Copilot,MODERATE,EN,Grief and Loss,0.2903,0.8824,0.0,0.1945,0.0833
38.15,Gemini,MODERATE,EN,Grief and Loss,0.8738,0.3294,0.0,0.2863,0.0833
38.35,ChatGPT,MODERATE,EN,Grief and Loss,0.7395,0.5333,0.0,0.1995,0.0833
34.21,Copilot,MODERATE,EN,Grief and Loss,0.1807,1.0,0.0,0.296,0.0833
32.76,Gemini,MODERATE,EN,Grief and Loss,0.8785,0.0588,0.0,0.4098,0.0833
33.04,ChatGPT,MODERATE,EN,Grief and Loss,0.7395,0.3216,0.0,0.1981,0.0833
34.27,Copilot,MODERATE,EN,Grief and Loss,0.1807,1.0,0.0,0.3013,0.0833
31.34,Gemini,MODERATE,EN,Grief and Loss,0.8785,0.0,0.0,0.4156,0.0833
34.16,ChatGPT,MODERATE,EN,Grief and Loss,0.7395,0.3216,0.0,0.3103,0.0833
34.21,Copilot,MODERATE,EN,Grief and Loss,0.1807,1.0,0.0,0.296,0.0833
36.34,Gemini,MODERATE,EN,Grief and Loss,0.8785,0.2,0.0,0.4148,0.0833
31.48,ChatGPT,MODERATE,EN,Grief and Loss,0.7043,0.3176,0.0,0.1578,0.0833
24.12,Copilot,LOW,EN,Grief and Loss,0.1945,0.6,0.0,0.2453,0.0833
25.9,Gemini,LOW,EN,Grief and Loss,0.6615,0.0941,0.0,0.2871,0.0833
33.13,ChatGPT,MODERATE,EN,Grief and Loss,0.7043,0.3765,0.0,0.1751,0.0833
24.05,Copilot,LOW,EN,Grief and Loss,0.1945,0.6,0.0,0.2386,0.0833
27.97,Gemini,LOW,EN,Grief and Loss,0.6615,0.1765,0.0,0.2879,0.0833
32.97,ChatGPT,MODERATE,EN,Grief and Loss,0.7043,0.3765,0.0,0.1595,0.0833
23.98,Copilot,LOW,EN,Grief and Loss,0.1945,0.6,0.0,0.2314,0.0833
25.98,Gemini,LOW,EN,Grief and Loss,0.6615,0.0471,0.0,0.4123,0.0833
24.79,ChatGPT,LOW,EN,Grief and Loss,0.689,0.0588,0.0,0.1816,0.0833
26.83,Copilot,LOW,EN,Grief and Loss,0.2813,0.6,0.0,0.2554,0.0833
29.24,Gemini,LOW,EN,Grief and Loss,0.7584,0.0588,0.0,0.4182,0.0833
26.27,ChatGPT,LOW,EN,Grief and Loss,0.689,0.1176,0.0,0.1822,0.0833
34.89,Copilot,MODERATE,EN,Grief and Loss,0.2813,0.8353,0.0,0.4735,0.0833
27.77,Gemini,LOW,EN,Grief and Loss,0.7584,0.0,0.0,0.4188,0.0833
25.69,ChatGPT,LOW,EN,Grief and Loss,0.689,0.0941,0.0,0.1831,0.0833
32.74,Copilot,MODERATE,EN,Grief and Loss,0.2813,0.7765,0.0,0.4061,0.0833
27.8,Gemini,LOW,EN,Grief and Loss,0.7584,0.0,0.0,0.4212,0.0833
34.99,ChatGPT,MODERATE,EN,Grief and Loss,0.8645,0.2588,0.0,0.1751,0.0833
29.21,Copilot,LOW,EN,Grief and Loss,0.1218,0.8824,0.0,0.267,0.0833
33.77,Gemini,MODERATE,EN,Grief and Loss,0.8464,0.0,0.1333,0.4206,0.0833
33.67,ChatGPT,MODERATE,EN,Grief and Loss,0.8645,0.2,0.0,0.1901,0.0833
29.21,Copilot,LOW,EN,Grief and Loss,0.1218,0.8824,0.0,0.267,0.0833
35.03,Gemini,MODERATE,EN,Grief and Loss,0.8464,0.1176,0.0667,0.4193,0.0833
36.14,ChatGPT,MODERATE,EN,Grief and Loss,0.8645,0.3059,0.0,0.1719,0.0833
28.86,Copilot,LOW,EN,Grief and Loss,0.1218,0.8824,0.0,0.2314,0.0833
33.77,Gemini,MODERATE,EN,Grief and Loss,0.8464,0.0,0.1333,0.4209,0.0833
28.73,ChatGPT,LOW,EN,Grief and Loss,0.7024,0.2235,0.0,0.1235,0.0833
33.11,Copilot,MODERATE,EN,Grief and Loss,0.4515,0.7294,0.0,0.0496,0.0833
31.01,Gemini,MODERATE,EN,Grief and Loss,0.78,0.1647,0.0,0.266,0.0833
31.42,ChatGPT,MODERATE,EN,Grief and Loss,0.7024,0.3412,0.0,0.0986,0.0833
36.23,Copilot,MODERATE,EN,Grief and Loss,0.4515,0.7882,0.0,0.2148,0.0833
31.13,Gemini,MODERATE,EN,Grief and Loss,0.78,0.1647,0.0,0.2784,0.0833
30.19,ChatGPT,MODERATE,EN,Grief and Loss,0.7024,0.2824,0.0,0.1222,0.0833
33.11,Copilot,MODERATE,EN,Grief and Loss,0.4515,0.7294,0.0,0.0496,0.0833
30.18,Gemini,MODERATE,EN,Grief and Loss,0.78,0.1765,0.0,0.1534,0.0833
38.47,ChatGPT,MODERATE,EN,Grief and Loss,0.8495,0.4353,0.0,0.127,0.0833
25.93,Copilot,LOW,EN,Grief and Loss,0.2436,0.6,0.0,0.2783,0.0833
34.78,Gemini,MODERATE,EN,Grief and Loss,0.8198,0.2588,0.0,0.2879,0.0833
39.78,ChatGPT,MODERATE,EN,Grief and Loss,0.8495,0.4824,0.0,0.14,0.0833
25.98,Copilot,LOW,EN,Grief and Loss,0.2436,0.6,0.0,0.2833,0.0833
36.59,Gemini,MODERATE,EN,Grief and Loss,0.8198,0.3294,0.0,0.2929,0.0833
38.59,ChatGPT,MODERATE,EN,Grief and Loss,0.8495,0.4353,0.0,0.1387,0.0833
25.93,Copilot,LOW,EN,Grief and Loss,0.2436,0.6,0.0,0.2783,0.0833
31.08,Gemini,MODERATE,EN,Grief and Loss,0.8198,0.1059,0.0,0.3002,0.0833
41.35,ChatGPT,MODERATE,EN,Grief and Loss,0.8347,0.5455,0.0,0.184,0.0833
27.96,Copilot,LOW,EN,Grief and Loss,0.2985,0.6267,0.0,0.2502,0.0833
33.11,Gemini,MODERATE,EN,Grief and Loss,0.7837,0.1882,0.0,0.406,0.0833
39.89,ChatGPT,MODERATE,EN,Grief and Loss,0.8347,0.4866,0.0,0.1844,0.0833
31.25,Copilot,MODERATE,EN,Grief and Loss,0.2985,0.7337,0.0,0.3118,0.0833
40.32,Gemini,MODERATE,EN,Grief and Loss,0.7837,0.4824,0.0,0.3916,0.0833
39.61,ChatGPT,MODERATE,EN,Grief and Loss,0.8347,0.4332,0.0,0.2906,0.0833
36.36,Copilot,MODERATE,EN,Grief and Loss,0.2985,0.9626,0.0,0.2513,0.0833
31.9,Gemini,MODERATE,EN,Grief and Loss,0.7837,0.1412,0.0,0.4027,0.0833
31.02,ChatGPT,MODERATE,EN,Grief and Loss,0.7494,0.2588,0.0,0.1235,0.0833
26.78,Copilot,LOW,EN,Grief and Loss,0.1126,0.8353,0.0,0.1692,0.0833
34.81,Gemini,MODERATE,EN,Grief and Loss,0.6834,0.4235,0.0,0.289,0.0833
34.55,ChatGPT,MODERATE,EN,Grief and Loss,0.7494,0.3933,0.0,0.1403,0.0833
26.89,Copilot,LOW,EN,Grief and Loss,0.1126,0.8353,0.0,0.18,0.0833
32.11,Gemini,MODERATE,EN,Grief and Loss,0.6834,0.3176,0.0,0.2832,0.0833
32.43,ChatGPT,MODERATE,EN,Grief and Loss,0.7494,0.3176,0.0,0.117,0.0833
26.78,Copilot,LOW,EN,Grief and Loss,0.1126,0.8353,0.0,0.1692,0.0833
30.91,Gemini,MODERATE,EN,Grief and Loss,0.6834,0.2706,0.0,0.2812,0.0833
28.69,ChatGPT,LOW,EN,Grief and Loss,0.6384,0.2706,0.0,0.1941,0.0833
25.17,Copilot,LOW,EN,Grief and Loss,0.0654,0.7882,0.0,0.267,0.0833
30.7,Gemini,MODERATE,EN,Grief and Loss,0.7264,0.1529,0.0,0.4248,0.0833
30.15,ChatGPT,MODERATE,EN,Grief and Loss,0.6384,0.3294,0.0,0.1933,0.0833
25.17,Copilot,LOW,EN,Grief and Loss,0.0654,0.7882,0.0,0.267,0.0833
30.7,Gemini,MODERATE,EN,Grief and Loss,0.7264,0.1529,0.0,0.4252,0.0833
30.19,ChatGPT,MODERATE,EN,Grief and Loss,0.6384,0.3294,0.0,0.1973,0.0833
25.17,Copilot,LOW,EN,Grief and Loss,0.0654,0.7882,0.0,0.267,0.0833
32.17,Gemini,MODERATE,EN,Grief and Loss,0.7264,0.2118,0.0,0.425,0.0833
32.52,ChatGPT,MODERATE,EN,Grief and Loss,0.7006,0.3176,0.0,0.2733,0.0833
45.04,Copilot,MODERATE,EN,Grief and Loss,0.5396,1.0,0.0,0.3013,0.0833
32.93,Gemini,MODERATE,EN,Grief and Loss,0.8561,0.0941,0.0,0.4063,0.0833
33.64,ChatGPT,MODERATE,EN,Grief and Loss,0.7006,0.4026,0.0,0.1722,0.0833
45.65,Copilot,MODERATE,EN,Grief and Loss,0.5396,1.0,0.0,0.3623,0.0833
34.06,Gemini,MODERATE,EN,Grief and Loss,0.8561,0.1412,0.0,0.402,0.0833
32.91,ChatGPT,MODERATE,EN,Grief and Loss,0.7006,0.3765,0.0,0.165,0.0833
45.17,Copilot,MODERATE,EN,Grief and Loss,0.5396,1.0,0.0,0.3144,0.0833
33.7,Gemini,MODERATE,EN,Grief and Loss,0.8561,0.0588,0.0667,0.405,0.0833
27.6,ChatGPT,LOW,EN,Grief and Loss,0.6664,0.2,0.0,0.178,0.0833
30.24,Copilot,MODERATE,EN,Grief and Loss,0.2005,0.8059,0.0,0.3244,0.0833
26.94,Gemini,LOW,EN,Grief and Loss,0.6069,0.1529,0.0,0.4073,0.0833
28.9,ChatGPT,LOW,EN,Grief and Loss,0.6664,0.2588,0.0,0.1606,0.0833
30.27,Copilot,MODERATE,EN,Grief and Loss,0.2005,0.8059,0.0,0.3272,0.0833
28.7,Gemini,LOW,EN,Grief and Loss,0.6069,0.2235,0.0,0.4075,0.0833
27.59,ChatGPT,LOW,EN,Grief and Loss,0.6664,0.2,0.0,0.1761,0.0833
35.86,Copilot,MODERATE,EN,Grief and Loss,0.2005,1.0,0.0,0.4018,0.0833
28.36,Gemini,LOW,EN,Grief and Loss,0.6069,0.2118,0.0,0.4025,0.0833
35.83,ChatGPT,MODERATE,BM,Grief and Loss,0.597,0.6471,0.0,0.1081,0.0667
29.05,Copilot,LOW,BM,Grief and Loss,0.2745,0.7059,0.0,0.1502,0.1667
40.95,Gemini,MODERATE,BM,Grief and Loss,0.8193,0.5412,0.0,0.2845,0.0
35.82,ChatGPT,MODERATE,BM,Grief and Loss,0.597,0.6471,0.0,0.1067,0.0667
29.05,Copilot,LOW,BM,Grief and Loss,0.2745,0.7059,0.0,0.1502,0.1667
40.82,Gemini,MODERATE,BM,Grief and Loss,0.8193,0.5412,0.0,0.271,0.0
35.97,ChatGPT,MODERATE,BM,Grief and Loss,0.597,0.6471,0.0,0.1214,0.0667
34.9,Copilot,MODERATE,BM,Grief and Loss,0.2745,0.9412,0.0,0.1463,0.1667
41.22,Gemini,MODERATE,BM,Grief and Loss,0.8193,0.6,0.0,0.1644,0.0
40.14,ChatGPT,MODERATE,BM,Grief and Loss,0.7041,0.7059,0.0,0.1369,0.0
29.74,Copilot,LOW,BM,Grief and Loss,0.0972,0.9412,0.0,0.2292,0.1
49.87,Gemini,MODERATE,BM,Grief and Loss,0.7542,0.6,0.3333,0.3909,0.0
40.52,ChatGPT,MODERATE,BM,Grief and Loss,0.7041,0.7059,0.0,0.1414,0.0333
29.69,Copilot,LOW,BM,Grief and Loss,0.0972,0.9412,0.0,0.2247,0.1
41.55,Gemini,MODERATE,BM,Grief and Loss,0.7542,0.6,0.0,0.392,0.0
39.04,ChatGPT,MODERATE,BM,Grief and Loss,0.7041,0.6639,0.0,0.1318,0.0
28.34,Copilot,LOW,BM,Grief and Loss,0.0972,0.8992,0.0,0.1945,0.1
46.53,Gemini,MODERATE,BM,Grief and Loss,0.7542,0.6,0.0,0.3905,0.5
41.71,ChatGPT,MODERATE,BM,Grief and Loss,0.7434,0.7059,0.0,0.1765,0.0
48.05,Copilot,MODERATE,BM,Grief and Loss,0.5992,0.9902,0.0,0.3651,0.1667
42.29,Gemini,MODERATE,BM,Grief and Loss,0.8144,0.6,0.0,0.2854,0.0
42.98,ChatGPT,MODERATE,BM,Grief and Loss,0.7434,0.7549,0.0,0.181,0.0
49.39,Copilot,MODERATE,BM,Grief and Loss,0.5992,0.9902,0.0,0.533,0.1333
43.36,Gemini,MODERATE,BM,Grief and Loss,0.8144,0.6,0.0,0.3928,0.0
42.97,ChatGPT,MODERATE,BM,Grief and Loss,0.7434,0.7549,0.0,0.1797,0.0
48.09,Copilot,MODERATE,BM,Grief and Loss,0.5992,0.9902,0.0,0.3692,0.1667
47.5,Gemini,MODERATE,BM,Grief and Loss,0.8144,0.5412,0.2667,0.2877,0.0
36.54,ChatGPT,MODERATE,BM,Grief and Loss,0.6308,0.6471,0.0,0.1439,0.0
34.1,Copilot,MODERATE,BM,Grief and Loss,0.2903,0.8824,0.0,0.2,0.1333
47.27,Gemini,MODERATE,BM,Grief and Loss,0.7784,0.6471,0.0,0.2744,0.5
36.47,ChatGPT,MODERATE,BM,Grief and Loss,0.6308,0.6471,0.0,0.1371,0.0
33.99,Copilot,MODERATE,BM,Grief and Loss,0.2903,0.8824,0.0,0.1887,0.1333
43.39,Gemini,MODERATE,BM,Grief and Loss,0.7784,0.6471,0.0,0.3865,0.0
36.37,ChatGPT,MODERATE,BM,Grief and Loss,0.6308,0.6471,0.0,0.127,0.0
38.08,Copilot,MODERATE,BM,Grief and Loss,0.2903,0.9186,0.0,0.507,0.1333
42.3,Gemini,MODERATE,BM,Grief and Loss,0.7784,0.6,0.0,0.3944,0.0
37.64,ChatGPT,MODERATE,BM,Grief and Loss,0.6786,0.6,0.0,0.1616,0.0667
26.3,Copilot,LOW,BM,Grief and Loss,0.0357,0.8353,0.0,0.2683,0.1667
41.4,Gemini,MODERATE,BM,Grief and Loss,0.7371,0.4118,0.0,0.3995,0.5
36.92,ChatGPT,MODERATE,BM,Grief and Loss,0.6786,0.6,0.0,0.1562,0.0
26.44,Copilot,LOW,BM,Grief and Loss,0.0357,0.8353,0.0,0.2826,0.1667
53.23,Gemini,HIGH,BM,Grief and Loss,0.7371,0.5529,0.3333,0.3965,0.5
46.59,ChatGPT,MODERATE,BM,Grief and Loss,0.6786,0.6,0.3333,0.1567,0.1333
26.3,Copilot,LOW,BM,Grief and Loss,0.0357,0.8353,0.0,0.2683,0.1667
50.65,Gemini,HIGH,BM,Grief and Loss,0.7371,0.4471,0.3333,0.4031,0.5
29.39,ChatGPT,LOW,BM,Grief and Loss,0.3791,0.6471,0.0,0.1508,0.0333
30.5,Copilot,MODERATE,BM,Grief and Loss,0.0861,0.9638,0.0,0.2494,0.1333
53.56,Gemini,HIGH,BM,Grief and Loss,0.8006,0.5882,0.2667,0.4005,0.4167
29.08,ChatGPT,LOW,BM,Grief and Loss,0.3791,0.6471,0.0,0.153,0.0
30.5,Copilot,MODERATE,BM,Grief and Loss,0.0861,0.9638,0.0,0.2494,0.1333
44.21,Gemini,MODERATE,BM,Grief and Loss,0.8006,0.6471,0.0,0.4019,0.0
28.96,ChatGPT,LOW,BM,Grief and Loss,0.3791,0.6471,0.0,0.1415,0.0
22.96,Copilot,LOW,BM,Grief and Loss,0.0861,0.6833,0.0,0.2292,0.1
49.12,Gemini,MODERATE,BM,Grief and Loss,0.8006,0.6471,0.0,0.3926,0.5
34.08,ChatGPT,MODERATE,BM,Grief and Loss,0.5724,0.6471,0.0,0.0734,0.0
28.17,Copilot,LOW,BM,Grief and Loss,0.0572,0.8824,0.0,0.3061,0.1333
51.84,Gemini,HIGH,BM,Grief and Loss,0.8196,0.6471,0.3333,0.2739,0.0
34.18,ChatGPT,MODERATE,BM,Grief and Loss,0.5724,0.6471,0.0,0.0827,0.0
28.31,Copilot,LOW,BM,Grief and Loss,0.0572,0.8824,0.0,0.3202,0.1333
43.49,Gemini,MODERATE,BM,Grief and Loss,0.8196,0.6471,0.0,0.2729,0.0
34.02,ChatGPT,MODERATE,BM,Grief and Loss,0.5724,0.6471,0.0,0.0671,0.0
28.31,Copilot,LOW,BM,Grief and Loss,0.0572,0.8824,0.0,0.3202,0.1333
43.39,Gemini,MODERATE,BM,Grief and Loss,0.8196,0.6471,0.0,0.2624,0.0
38.67,ChatGPT,MODERATE,BM,Grief and Loss,0.673,0.6791,0.0,0.1504,0.0
30.65,Copilot,MODERATE,BM,Grief and Loss,0.0772,0.9679,0.0,0.2804,0.1333
42.32,Gemini,MODERATE,BM,Grief and Loss,0.828,0.5412,0.0,0.3956,0.0
40.43,ChatGPT,MODERATE,BM,Grief and Loss,0.673,0.7326,0.0,0.1592,0.0333
30.68,Copilot,MODERATE,BM,Grief and Loss,0.0772,0.9679,0.0,0.2833,0.1333
42.71,Gemini,MODERATE,BM,Grief and Loss,0.828,0.6471,0.0,0.1695,0.0
38.72,ChatGPT,MODERATE,BM,Grief and Loss,0.673,0.6791,0.0,0.1546,0.0
30.65,Copilot,MODERATE,BM,Grief and Loss,0.0772,0.9679,0.0,0.2804,0.1333
43.7,Gemini,MODERATE,BM,Grief and Loss,0.828,0.6471,0.0,0.2686,0.0
43.99,ChatGPT,MODERATE,BM,Grief and Loss,0.7634,0.7738,0.0,0.1744,0.0
35.59,Copilot,MODERATE,BM,Grief and Loss,0.08,1.0,0.0,0.652,0.1667
45.33,Gemini,MODERATE,BM,Grief and Loss,0.8391,0.6471,0.0,0.3976,0.0
46.71,ChatGPT,MODERATE,BM,Grief and Loss,0.7634,0.8643,0.0,0.1869,0.0333
34.95,Copilot,MODERATE,BM,Grief and Loss,0.08,1.0,0.0,0.5883,0.1667
45.33,Gemini,MODERATE,BM,Grief and Loss,0.8391,0.6471,0.0,0.3984,0.0
44.04,ChatGPT,MODERATE,BM,Grief and Loss,0.7634,0.7738,0.0,0.1797,0.0
34.7,Copilot,MODERATE,BM,Grief and Loss,0.08,1.0,0.0,0.5639,0.1667
45.41,Gemini,MODERATE,BM,Grief and Loss,0.8391,0.6471,0.0,0.4057,0.0
36.62,ChatGPT,MODERATE,BM,Grief and Loss,0.6307,0.6471,0.0,0.1187,0.0333
35.46,Copilot,MODERATE,BM,Grief and Loss,0.1327,1.0,0.0,0.4812,0.1667
43.7,Gemini,MODERATE,BM,Grief and Loss,0.8613,0.6,0.0,0.2857,0.0
38.65,ChatGPT,MODERATE,BM,Grief and Loss,0.6307,0.7285,0.0,0.1519,0.0
35.2,Copilot,MODERATE,BM,Grief and Loss,0.1327,1.0,0.0,0.4552,0.1667
42.04,Gemini,MODERATE,BM,Grief and Loss,0.8613,0.5412,0.0,0.267,0.0
38.01,ChatGPT,MODERATE,BM,Grief and Loss,0.6307,0.6833,0.0,0.1339,0.0667
35.6,Copilot,MODERATE,BM,Grief and Loss,0.1327,1.0,0.0,0.4954,0.1667
41.28,Gemini,MODERATE,BM,Grief and Loss,0.8613,0.5059,0.0,0.2791,0.0
32.66,ChatGPT,MODERATE,BM,Grief and Loss,0.438,0.6732,0.0,0.1687,0.1
41.35,Copilot,MODERATE,BM,Grief and Loss,0.429,0.9739,0.0,0.2796,0.1333
40.3,Gemini,MODERATE,BM,Grief and Loss,0.7972,0.4941,0.0,0.4028,0.0
31.71,ChatGPT,MODERATE,BM,Grief and Loss,0.438,0.6732,0.0,0.1737,0.0
41.35,Copilot,MODERATE,BM,Grief and Loss,0.429,0.9739,0.0,0.2796,0.1333
41.55,Gemini,MODERATE,BM,Grief and Loss,0.7972,0.5412,0.0,0.4107,0.0
